Isolate	Date	Country	Region	ORF1ab	Surface_glycoprotein	ORF3a	Envelope_protein	Membrane_glycoprotein	ORF6	ORF7a	ORF8	Nucleocapsid_phosphoprotein	ORF10	ST	CC
ST23_1_CC4	2020-01-16	China	Asia	17	1	1	1	1	1	1	1	1	1	23	4
ST24_1_CC4	2020-01-16	China	Asia	4	1	1	1	1	1	3	1	4	1	24	4
ST25_1_CCNA	2020-01-16	China	Asia	18	7	3	1	1	1	1	1	5	1	25	NA
ST26_1_CC26	2020-01-17	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST4_15_CC4	2020-01-17	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST27_1_CC256	2020-01-17	China	Asia	19	1	1	1	1	1	1	3	1	1	27	256
ST28_1_CC256	2020-01-17	China	Asia	20	9	1	1	1	1	1	3	1	1	28	256
ST26_2_CC26	2020-01-18	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST29_1_CCNA	2020-01-18	China	Asia	21	10	1	1	1	1	1	3	6	1	29	NA
ST30_1_CC4	2020-01-18	China	Asia	22	1	1	1	1	1	1	1	1	1	30	4
ST14_2_CCNA	2020-01-18	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST31_1_CC67	2020-01-19	China	Asia	23	1	1	1	1	1	4	1	7	1	31	67
ST4_16_CC4	2020-01-19	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_17_CC4	2020-01-19	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST32_1_CC256	2020-01-19	USA	North America	24	1	1	1	1	1	1	3	1	1	32	256
ST32_2_CC256	2020-01-20	China	Asia	24	1	1	1	1	1	1	3	1	1	32	256
ST33_1_CC4	2020-01-20	China	Asia	25	1	1	1	1	1	1	1	1	1	33	4
ST4_18_CC4	2020-01-20	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST33_2_CC4	2020-01-20	China	Asia	25	1	1	1	1	1	1	1	1	1	33	4
ST34_1_CC4	2020-01-21	Hong Kong	Asia	4	1	1	1	1	1	1	1	8	1	34	4
ST35_1_CC256	2020-01-21	China	Asia	26	1	1	1	1	1	1	3	9	1	35	256
ST36_1_CC256	2020-01-21	China	Asia	27	1	1	1	1	1	1	3	1	1	36	256
ST4_19_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_20_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST37_1_CC256	2020-01-21	China	Asia	28	1	1	1	1	1	1	3	1	1	37	256
ST4_21_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_22_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_23_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST32_3_CC256	2020-01-21	China	Asia	24	1	1	1	1	1	1	3	1	1	32	256
ST4_24_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_25_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST38_1_CCNA	2020-01-21	China	Asia	11	11	1	1	3	1	1	5	1	1	38	NA
ST4_26_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_27_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_28_CC4	2020-01-21	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_29_CC4	2020-01-22	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST14_3_CCNA	2020-01-22	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST4_30_CC4	2020-01-22	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST39_1_CC4	2020-01-22	China	Asia	29	1	1	1	1	1	1	1	1	1	39	4
ST40_1_CCNA	2020-01-22	Australia	Oceania	30	1	1	1	1	1	1	1	10	1	40	NA
ST41_1_CCNA	2020-01-22	Hong Kong	Asia	31	12	1	1	1	1	1	5	3	1	41	NA
ST14_4_CCNA	2020-01-22	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST42_1_CCNA	2020-01-22	Hong Kong	Asia	32	13	1	1	3	1	1	5	1	1	42	NA
ST43_1_CC4	2020-01-22	China	Asia	4	1	1	1	1	1	1	1	11	1	43	4
ST44_1_CC4	2020-01-22	China	Asia	33	1	1	1	1	1	1	1	12	1	44	4
ST45_1_CC70	2020-01-22	USA	North America	34	1	4	1	1	1	1	1	1	1	45	70
ST46_1_CC4	2020-01-22	Vietnam	Asia	35	1	1	1	1	1	1	1	1	1	46	4
ST46_2_CC4	2020-01-22	Vietnam	Asia	35	1	1	1	1	1	1	1	1	1	46	4
ST39_2_CC4	2020-01-22	China	Asia	29	1	1	1	1	1	1	1	1	1	39	4
ST26_3_CC26	2020-01-22	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST39_3_CC4	2020-01-22	China	Asia	29	1	1	1	1	1	1	1	1	1	39	4
ST47_1_CC256	2020-01-22	USA	North America	19	1	1	1	1	1	1	3	3	1	47	256
ST48_1_CC1148	2020-01-23	Canada	North America	36	1	1	1	1	1	1	1	4	1	48	1148
ST49_1_CC70	2020-01-23	France	Europe	4	14	4	1	1	1	1	1	1	1	49	70
ST4_31_CC4	2020-01-23	Japan	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST50_1_CC70	2020-01-23	Thailand	Asia	4	1	4	1	1	2	1	1	1	1	50	70
ST4_32_CC4	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST49_2_CC70	2020-01-23	France	Europe	4	14	4	1	1	1	1	1	1	1	49	70
ST51_1_CC26	2020-01-23	Singapore	Asia	4	15	1	1	1	1	1	1	1	1	51	26
ST52_1_CC70	2020-01-23	Taiwan	Asia	37	1	5	1	1	1	1	1	1	1	52	70
ST53_1_CC4	2020-01-23	China	Asia	38	1	6	1	1	1	1	1	1	1	53	4
ST34_2_CC4	2020-01-23	Hong Kong	Asia	4	1	1	1	1	1	1	1	8	1	34	4
ST49_3_CC70	2020-01-23	France	Europe	4	14	4	1	1	1	1	1	1	1	49	70
ST54_1_CC1148	2020-01-23	Canada	North America	39	1	1	3	1	1	1	1	4	1	54	1148
ST4_33_CC4	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST55_1_CCNA	2020-01-23	USA	North America	40	4	1	1	3	1	1	5	13	1	55	NA
ST4_34_CC4	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_35_CC4	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST56_1_CC256	2020-01-23	Thailand	Asia	41	16	1	1	1	1	1	3	1	1	56	256
ST57_1_CCNA	2020-01-23	China	Asia	42	1	1	1	1	1	1	3	14	1	57	NA
ST4_36_CC4	2020-01-23	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST58_1_CC256	2020-01-23	China	Asia	43	1	1	1	1	1	1	3	1	1	58	256
ST59_1_CCNA	2020-01-24	Vietnam	Asia	11	4	1	1	3	1	1	5	1	1	59	NA
ST60_1_CCNA	2020-01-24	China	Asia	44	8	7	1	1	1	1	1	1	1	60	NA
ST61_1_CC4	2020-01-24	China	Asia	45	1	8	1	1	1	1	1	1	1	61	4
ST4_37_CC4	2020-01-24	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST14_5_CCNA	2020-01-24	Taiwan	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST14_6_CCNA	2020-01-24	Australia	Oceania	11	1	1	1	1	1	1	3	1	1	14	NA
ST4_38_CC4	2020-01-24	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST62_1_CC256	2020-01-24	China	Asia	46	1	1	1	1	1	1	3	1	1	62	256
ST34_3_CC4	2020-01-24	Hong Kong	Asia	4	1	1	1	1	1	1	1	8	1	34	4
ST63_1_CCNA	2020-01-24	Australia	Oceania	47	1	1	1	1	1	1	3	3	1	63	NA
ST4_39_CC4	2020-01-24	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST59_2_CCNA	2020-01-24	Vietnam	Asia	11	4	1	1	3	1	1	5	1	1	59	NA
ST64_1_CC4	2020-01-24	Malaysia	Asia	48	1	1	1	4	1	1	1	1	1	64	4
ST65_1_CC4	2020-01-24	China	Asia	49	1	1	1	1	1	1	1	1	1	65	4
ST66_1_CCNA	2020-01-24	China	Asia	50	1	1	1	1	1	1	3	3	1	66	NA
ST67_1_CC67	2020-01-24	Hong Kong	Asia	51	1	1	1	1	1	1	1	7	1	67	67
ST65_2_CC4	2020-01-24	China	Asia	49	1	1	1	1	1	1	1	1	1	65	4
ST68_1_CC4	2020-01-24	Malaysia	Asia	4	1	1	1	5	1	1	1	1	1	68	4
ST69_1_CC255	2020-01-24	China	Asia	52	17	1	1	1	1	1	1	1	1	69	255
ST70_1_CC70	2020-01-25	China	Asia	4	1	4	1	1	1	1	1	1	1	70	70
ST14_7_CCNA	2020-01-25	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST71_1_CC4	2020-01-25	China	Asia	53	1	1	1	1	1	1	1	1	1	71	4
ST72_1_CCNA	2020-01-25	China	Asia	54	18	9	1	1	1	1	3	1	1	72	NA
ST73_1_CC256	2020-01-25	China	Asia	55	1	1	1	1	1	1	3	1	1	73	256
ST4_40_CC4	2020-01-25	Taiwan	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST74_1_CCNA	2020-01-25	China	Asia	56	1	1	1	1	1	1	1	10	1	74	NA
ST4_41_CC4	2020-01-25	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST4_42_CC4	2020-01-25	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST70_2_CC70	2020-01-25	Australia	Oceania	4	1	4	1	1	1	1	1	1	1	70	70
ST4_43_CC4	2020-01-25	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST70_3_CC70	2020-01-25	Australia	Oceania	4	1	4	1	1	1	1	1	1	1	70	70
ST4_44_CC4	2020-01-25	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST62_2_CC256	2020-01-25	China	Asia	46	1	1	1	1	1	1	3	1	1	62	256
ST32_4_CC256	2020-01-25	USA	North America	24	1	1	1	1	1	1	3	1	1	32	256
ST14_8_CCNA	2020-01-25	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST4_45_CC4	2020-01-25	Thailand	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST48_2_CC1148	2020-01-25	Canada	North America	36	1	1	1	1	1	1	1	4	1	48	1148
ST75_1_CCNA	2020-01-25	China	Asia	11	1	1	1	1	1	1	3	14	1	75	NA
ST32_5_CC256	2020-01-25	USA	North America	24	1	1	1	1	1	1	3	1	1	32	256
ST68_2_CC4	2020-01-25	Singapore	Asia	4	1	1	1	5	1	1	1	1	1	68	4
ST73_2_CC256	2020-01-25	South Korea	Asia	55	1	1	1	1	1	1	3	1	1	73	256
ST4_46_CC4	2020-01-25	Japan	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST75_2_CCNA	2020-01-25	China	Asia	11	1	1	1	1	1	1	3	14	1	75	NA
ST48_3_CC1148	2020-01-25	Canada	North America	36	1	1	1	1	1	1	1	4	1	48	1148
ST76_1_CC256	2020-01-25	Thailand	Asia	57	1	1	1	1	1	1	3	1	1	76	256
ST77_1_CCNA	2020-01-25	China	Asia	22	19	4	1	1	1	1	1	1	1	77	NA
ST78_1_CCNA	2020-01-25	Hong Kong	Asia	58	1	10	1	1	1	1	1	1	1	78	NA
ST79_1_CC256	2020-01-26	China	Asia	59	1	1	1	1	1	1	3	1	1	79	256
ST80_1_CCNA	2020-01-26	China	Asia	60	20	11	1	1	1	1	1	1	1	80	NA
ST32_6_CC256	2020-01-26	China	Asia	24	1	1	1	1	1	1	3	1	1	32	256
ST81_1_CC70	2020-01-26	Thailand	Asia	61	1	4	1	1	1	1	1	1	1	81	70
ST82_1_CC67	2020-01-26	China	Asia	51	21	1	1	1	1	1	1	7	1	82	67
ST83_1_CC256	2020-01-26	China	Asia	62	1	1	1	1	1	1	6	1	1	83	256
ST84_1_CC4	2020-01-26	China	Asia	63	1	1	1	1	1	1	1	1	1	84	4
ST73_3_CC256	2020-01-26	China	Asia	55	1	1	1	1	1	1	3	1	1	73	256
ST67_2_CC67	2020-01-27	Hong Kong	Asia	51	1	1	1	1	1	1	1	7	1	67	67
ST85_1_CC4	2020-01-27	Cambodia	Asia	4	1	12	1	1	1	1	1	1	1	85	4
ST86_1_CC4	2020-01-27	China	Asia	64	1	1	1	1	1	1	1	1	1	86	4
ST87_1_CC256	2020-01-27	Hong Kong	Asia	65	1	1	1	1	1	1	3	1	1	87	256
ST88_1_CC4	2020-01-27	China	Asia	66	1	1	1	1	1	1	1	1	1	88	4
ST89_1_CC4	2020-01-27	USA	North America	67	1	1	1	1	1	1	1	1	1	89	4
ST90_1_CC4	2020-01-27	Hong Kong	Asia	68	1	1	1	1	1	1	1	1	1	90	4
ST14_9_CCNA	2020-01-27	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST91_1_CC70	2020-01-27	China	Asia	69	1	4	1	6	1	1	1	1	1	91	70
ST92_1_CC255	2020-01-27	India	Asia	70	22	1	1	1	1	1	1	1	1	92	255
ST14_10_CCNA	2020-01-27	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST93_1_CC26	2020-01-27	China	Asia	4	23	1	1	1	1	1	1	1	1	93	26
ST14_11_CCNA	2020-01-27	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST94_1_CC70	2020-01-27	Singapore	Asia	4	1	4	1	1	1	1	1	15	1	94	70
ST4_47_CC4	2020-01-27	China	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST26_4_CC26	2020-01-27	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST95_1_CC256	2020-01-28	China	Asia	55	1	1	1	1	1	1	3	16	1	95	256
ST96_1_CCNA	2020-01-28	China	Asia	71	8	1	1	7	1	1	1	1	1	96	NA
ST97_1_CCNA	2020-01-28	USA	North America	72	4	1	1	3	1	1	5	1	1	97	NA
ST98_1_CC256	2020-01-28	China	Asia	73	1	1	1	1	1	1	3	1	1	98	256
ST4_48_CC4	2020-01-28	Taiwan	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST99_1_CC26	2020-01-28	China	Asia	4	24	1	1	1	1	1	1	1	1	99	26
ST100_1_CC70	2020-01-28	China	Asia	37	1	4	1	1	1	1	1	1	1	100	70
ST101_1_CC4	2020-01-28	Malaysia	Asia	74	1	1	1	5	1	1	1	1	1	101	4
ST102_1_CCNA	2020-01-28	China	Asia	75	1	13	1	1	1	1	1	17	1	102	NA
ST103_1_CC26	2020-01-28	China	Asia	4	25	1	1	1	1	5	1	1	1	103	26
ST73_4_CC256	2020-01-28	China	Asia	55	1	1	1	1	1	1	3	1	1	73	256
ST104_1_CC4	2020-01-28	China	Asia	76	1	1	1	8	1	1	1	1	1	104	4
ST105_1_CC255	2020-01-28	Germany	Europe	77	26	1	1	1	1	1	1	1	1	105	255
ST74_2_CCNA	2020-01-28	China	Asia	56	1	1	1	1	1	1	1	10	1	74	NA
ST75_3_CCNA	2020-01-28	Australia	Oceania	11	1	1	1	1	1	1	3	14	1	75	NA
ST73_5_CC256	2020-01-28	China	Asia	55	1	1	1	1	1	1	3	1	1	73	256
ST49_4_CC70	2020-01-28	France	Europe	4	14	4	1	1	1	1	1	1	1	49	70
ST73_6_CC256	2020-01-28	China	Asia	55	1	1	1	1	1	1	3	1	1	73	256
ST106_1_CCNA	2020-01-28	China	Asia	11	27	1	1	1	1	1	3	3	1	106	NA
ST49_5_CC70	2020-01-28	France	Europe	4	14	4	1	1	1	1	1	1	1	49	70
ST14_12_CCNA	2020-01-28	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST107_1_26	2020-01-29	France	Europe	4	28	1	1	1	1	1	1	1	1	107	26
ST65_3_CC4	2020-01-29	China	Asia	49	1	1	1	1	1	1	1	1	1	65	4
ST108_1_CCNA	2020-01-29	United Kingdom	Europe	78	29	1	1	1	1	1	3	1	2	108	NA
ST109_1_CC255	2020-01-29	Thailand	Asia	79	30	1	1	1	1	1	1	1	1	109	255
ST110_1_CC26	2020-01-29	USA	North America	80	8	1	1	1	1	1	1	1	1	110	26
ST90_2_CC4	2020-01-29	Hong Kong	Asia	68	1	1	1	1	1	1	1	1	1	90	4
ST87_2_CC256	2020-01-29	Hong Kong	Asia	65	1	1	1	1	1	1	3	1	1	87	256
ST111_1_CC1148	2020-01-29	USA	North America	81	1	1	1	1	1	1	1	4	1	111	1148
ST26_5_CC26	2020-01-29	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST112_1_CCNA	2020-01-29	China	Asia	82	21	1	1	1	1	1	1	18	1	112	NA
ST113_1_CCNA	2020-01-29	China	Asia	83	1	1	1	1	1	1	3	3	1	113	NA
ST65_4_CC4	2020-01-29	China	Asia	49	1	1	1	1	1	1	1	1	1	65	4
ST114_1_CCNA	2020-01-29	United Arab Emirates	Asia	84	1	1	1	1	1	1	3	3	1	114	NA
ST115_1_CC4	2020-01-29	Italy	Europe	22	1	4	1	1	1	1	1	1	1	115	4
ST116_1_CC4	2020-01-29	France	Europe	85	1	1	1	1	1	1	1	1	1	116	4
ST117_1_CCNA	2020-01-29	Japan	Asia	86	1	13	1	1	1	1	1	12	1	117	NA
ST26_6_CC26	2020-01-29	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST26_7_CC26	2020-01-29	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST118_1_CCNA	2020-01-29	China	Asia	87	1	14	1	1	1	6	3	1	1	118	NA
ST111_2_CC1148	2020-01-29	USA	North America	81	1	1	1	1	1	1	1	4	1	111	1148
ST119_1_CC256	2020-01-29	China	Asia	88	31	1	1	1	1	1	3	1	1	119	256
ST120_1_CCNA	2020-01-29	China	Asia	11	32	1	1	9	3	1	3	19	1	120	NA
ST121_1_CCNA	2020-01-29	Japan	Asia	89	1	1	1	1	1	1	3	3	1	121	NA
ST122_1_CC67	2020-01-29	China	Asia	51	21	1	1	1	1	1	1	18	1	122	67
ST120_2_CCNA	2020-01-29	China	Asia	11	32	1	1	9	3	1	3	19	1	120	NA
ST120_3_CCNA	2020-01-29	China	Asia	11	32	1	1	9	3	1	3	19	1	120	NA
ST123_1_CC4	2020-01-29	China	Asia	90	1	1	1	1	1	1	1	20	1	123	4
ST116_2_CC4	2020-01-29	France	Europe	85	1	1	1	1	1	1	1	1	1	116	4
ST26_8_CC26	2020-01-29	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST124_1_CC256	2020-01-29	China	Asia	91	1	1	1	1	1	1	3	1	1	124	256
ST14_13_CCNA	2020-01-30	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST62_3_CC256	2020-01-30	China	Asia	46	1	1	1	1	1	1	3	1	1	62	256
ST14_14_CCNA	2020-01-30	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST87_3_CC256	2020-01-30	China	Asia	65	1	1	1	1	1	1	3	1	1	87	256
ST125_1_CC70	2020-01-30	Hong Kong	Asia	92	1	4	1	1	1	1	1	1	1	125	70
ST75_4_CCNA	2020-01-30	China	Asia	11	1	1	1	1	1	1	3	14	1	75	NA
ST126_1_CC67	2020-01-30	China	Asia	93	1	1	1	1	1	1	1	7	1	126	67
ST126_2_CC67	2020-01-30	China	Asia	93	1	1	1	1	1	1	1	7	1	126	67
ST73_7_CC256	2020-01-30	South Korea	Asia	55	1	1	1	1	1	1	3	1	1	73	256
ST127_1_CCNA	2020-01-30	South Korea	Asia	94	1	15	1	1	1	1	3	1	3	127	NA
ST128_1_CC4	2020-01-30	China	Asia	95	1	1	1	1	1	1	1	21	1	128	4
ST129_1_CCNA	2020-01-30	Australia	Oceania	11	33	16	1	1	1	1	3	14	1	129	NA
ST130_1_CCNA	2020-01-30	South Korea	Asia	96	1	15	1	1	1	1	3	1	3	130	NA
ST131_1_CC256	2020-01-30	China	Asia	97	1	1	1	1	1	1	3	1	1	131	256
ST132_1_CC4	2020-01-31	USA	North America	98	1	1	1	1	1	1	1	1	1	132	4
ST133_1_CC4	2020-01-31	Taiwan	Asia	99	1	1	1	1	1	1	1	13	1	133	4
ST134_1_CCNA	2020-01-31	Japan	Asia	100	1	1	1	1	1	1	3	3	1	134	NA
ST133_2_CC4	2020-01-31	Taiwan	Asia	99	1	1	1	1	1	1	1	13	1	133	4
ST115_2_CC4	2020-01-31	Italy	Europe	22	1	4	1	1	1	1	1	1	1	115	4
ST134_2_CCNA	2020-01-31	Japan	Asia	100	1	1	1	1	1	1	3	3	1	134	NA
ST135_1_CC4	2020-01-31	China	Asia	101	1	1	1	1	1	1	1	1	1	135	4
ST136_1_CC256	2020-01-31	South Korea	Asia	102	1	1	1	1	1	1	3	1	1	136	256
ST137_1_CCNA	2020-01-31	China	Asia	103	1	1	1	1	1	1	1	10	1	137	NA
ST138_1_CC256	2020-01-31	India	Asia	104	34	1	1	1	1	1	3	1	1	138	256
ST139_1_CC4	2020-01	China	Asia	105	1	10	1	1	1	1	1	1	1	139	4
ST140_1_CC26	2020-01	China	Asia	4	35	1	1	1	1	1	1	1	1	140	26
ST141_1_CCNA	2020-01	South Korea	Asia	106	36	17	4	1	1	1	1	1	1	141	NA
ST140_2_CC26	2020-01	China	Asia	4	35	1	1	1	1	1	1	1	1	140	26
ST142_1_CCNA	2020-01	Japan	Asia	33	1	13	1	1	1	1	1	12	1	142	NA
ST143_1_CC70	2020-01	Hong Kong	Asia	107	1	4	1	1	1	1	1	1	1	143	70
ST14_15_CCNA	2020-01	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST30_2_CC4	2020-02-01	Hong Kong	Asia	22	1	1	1	1	1	1	1	1	1	30	4
ST144_1_CC4	2020-02-01	China	Asia	108	1	1	1	1	1	1	1	12	1	144	4
ST26_9_CC26	2020-02-01	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST26_10_CC26	2020-02-01	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST145_1_CC70	2020-02-01	Thailand	Asia	109	1	4	1	1	1	1	1	1	1	145	70
ST4_49_CC4	2020-02-01	South Korea	Asia	4	1	1	1	1	1	1	1	1	1	4	4
ST146_1_CCNA	2020-02-01	China	Asia	110	37	1	1	1	1	7	1	1	1	146	NA
ST59_3_CCNA	2020-02-01	China	Asia	11	4	1	1	3	1	1	5	1	1	59	NA
ST14_16_CCNA	2020-02-01	China	Asia	11	1	1	1	1	1	1	3	1	1	14	NA
ST147_1_CC4	2020-02-01	China	Asia	111	1	1	1	1	1	1	1	22	1	147	4
ST148_1_CC4	2020-02-01	China	Asia	112	1	1	1	1	1	1	1	1	1	148	4
ST30_3_CC4	2020-02-01	Singapore	Asia	22	1	1	1	1	1	1	1	1	1	30	4
ST26_11_CC26	2020-02-01	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST149_1_CC70	2020-02-01	China	Asia	4	38	4	1	1	1	1	1	1	1	149	70
ST59_4_CCNA	2020-02-01	China	Asia	11	4	1	1	3	1	1	5	1	1	59	NA
ST26_12_CC26	2020-02-01	China	Asia	4	8	1	1	1	1	1	1	1	1	26	26
ST59_5_CCNA	2020-02-01	China	Asia	11	4	1	1	3	1	1	5	1	1	59	NA
ST150_1_CC4	2020-02-02	Singapore	Asia	113	1	1	1	1	1	1	1	1	1	150	4
ST151_1_CC4	2020-02-02	China	Asia	114	1	1	1	1	1	1	1	1	1	151	4
